timestamp,event,joint,value_rad,value_deg,unit,file,line,highlight
1772356978.49,Updated motor position,motor_6,,79.44,deg,log_1_3_2026_3,213,***
1772356978.49,Sent velocity command,C_joint,-0.0,-0.0,rad/s,log_1_3_2026_3,215,
1772356978.49,Sent position command,C_joint,5.52914,316.796386336964,rad,log_1_3_2026_3,217,
1772356978.59,Updated motor position,motor_6,,86.33,deg,log_1_3_2026_3,221,***
1772356978.69,Updated motor position,motor_6,,92.68,deg,log_1_3_2026_3,224,***
1772356978.79,Updated motor position,motor_6,,99.59,deg,log_1_3_2026_3,226,***
1772356978.89,Updated motor position,motor_6,,105.65,deg,log_1_3_2026_3,228,***
1772356978.99,Updated motor position,motor_6,,112.29,deg,log_1_3_2026_3,230,***
1772356979.09,Updated motor position,motor_6,,118.69,deg,log_1_3_2026_3,232,***
1772356979.19,Updated motor position,motor_6,,126.07,deg,log_1_3_2026_3,234,***
1772356979.29,Updated motor position,motor_6,,132.5,deg,log_1_3_2026_3,236,***
1772356979.39,Updated motor position,motor_6,,139.31,deg,log_1_3_2026_3,238,***
1772356979.49,Updated motor position,motor_6,,145.65,deg,log_1_3_2026_3,240,***
1772356979.59,Updated motor position,motor_6,,153.04,deg,log_1_3_2026_3,248,***
1772356979.69,Updated motor position,motor_6,,159.92,deg,log_1_3_2026_3,250,***
1772356979.79,Updated motor position,motor_6,,167.03,deg,log_1_3_2026_3,252,***
1772356979.89,Updated motor position,motor_6,,173.18,deg,log_1_3_2026_3,254,***
1772356979.99,Updated motor position,motor_6,,179.62,deg,log_1_3_2026_3,256,***
1772356980.09,Updated motor position,motor_6,,185.86,deg,log_1_3_2026_3,258,***
1772356980.19,Updated motor position,motor_6,,192.91,deg,log_1_3_2026_3,260,***
1772356980.29,Updated motor position,motor_6,,199.72,deg,log_1_3_2026_3,262,***
1772356980.39,Updated motor position,motor_6,,205.83,deg,log_1_3_2026_3,264,***
1772356980.49,Updated motor position,motor_6,,212.35,deg,log_1_3_2026_3,266,***
1772356980.59,Updated motor position,motor_6,,218.75,deg,log_1_3_2026_3,268,***
1772356980.69,Updated motor position,motor_6,,225.59,deg,log_1_3_2026_3,270,***
1772356980.79,Updated motor position,motor_6,,232.47,deg,log_1_3_2026_3,272,***
1772356980.89,Updated motor position,motor_6,,239.17,deg,log_1_3_2026_3,274,***
1772356980.99,Updated motor position,motor_6,,245.27,deg,log_1_3_2026_3,276,***
1772356981.09,Updated motor position,motor_6,,252.06,deg,log_1_3_2026_3,278,***
1772356981.19,Updated motor position,motor_6,,258.74,deg,log_1_3_2026_3,280,***
1772356981.29,Updated motor position,motor_6,,265.49,deg,log_1_3_2026_3,282,***
1772356981.39,Updated motor position,motor_6,,272.2,deg,log_1_3_2026_3,284,***
1772356981.49,Updated motor position,motor_6,,278.72,deg,log_1_3_2026_3,286,***
1772356981.59,Updated motor position,motor_6,,284.66,deg,log_1_3_2026_3,288,***
1772356981.69,Updated motor position,motor_6,,290.11,deg,log_1_3_2026_3,290,***
1772356981.79,Updated motor position,motor_6,,295.76,deg,log_1_3_2026_3,292,***
1772356981.89,Updated motor position,motor_6,,299.4,deg,log_1_3_2026_3,294,***
1772356981.99,Updated motor position,motor_6,,303.63,deg,log_1_3_2026_3,296,***
1772356982.09,Updated motor position,motor_6,,307.14,deg,log_1_3_2026_3,298,***
1772356982.19,Updated motor position,motor_6,,310.4,deg,log_1_3_2026_3,300,***
1772356982.29,Updated motor position,motor_6,,312.76,deg,log_1_3_2026_3,302,***
1772356982.39,Updated motor position,motor_6,,314.43,deg,log_1_3_2026_3,304,***
1772356982.49,Updated motor position,motor_6,,315.71,deg,log_1_3_2026_3,306,***
1772356982.59,Updated motor position,motor_6,,316.6,deg,log_1_3_2026_3,308,***
1772356982.69,Updated motor position,motor_6,,316.77,deg,log_1_3_2026_3,310,***
1772356982.79,Updated motor position,motor_6,,316.79,deg,log_1_3_2026_3,312,***
1772356982.89,Updated motor position,motor_6,,316.79,deg,log_1_3_2026_3,314,***
1772356983.49,Updated motor position,motor_6,,316.79,deg,log_1_3_2026_3,321,***
1772356983.99,Updated motor position,motor_6,,316.79,deg,log_1_3_2026_3,327,***
1772356984.39,Updated motor position,motor_6,,316.79,deg,log_1_3_2026_3,332,***
1772356984.89,Updated motor position,motor_6,,316.79,deg,log_1_3_2026_3,338,***
1772357119.349,Sent velocity command,C_joint,0.532,30.4813547009598,rad/s,log_1_3_2026_4,13,
1772357119.349,Sent position command,C_joint,0.01097,0.6285347012585131,rad,log_1_3_2026_4,15,
1772357119.399,Sent velocity command,C_joint,1.0,57.29577951308232,rad/s,log_1_3_2026_4,17,
1772357119.399,Sent position command,C_joint,0.05001,2.865361933449247,rad,log_1_3_2026_4,19,
1772357119.449,Sent velocity command,C_joint,1.502,86.05826082864965,rad/s,log_1_3_2026_4,23,
1772357119.449,Sent position command,C_joint,0.11279,6.462390971280556,rad,log_1_3_2026_4,25,
1772357119.499,Sent velocity command,C_joint,2.0,114.59155902616465,rad/s,log_1_3_2026_4,27,
1772357119.499,Sent position command,C_joint,0.2,11.459155902616466,rad,log_1_3_2026_4,29,
1772357119.549,Updated motor position,motor_6,,0.01,deg,log_1_3_2026_4,32,***
1772357119.549,Sent velocity command,C_joint,2.502,143.35404034173195,rad/s,log_1_3_2026_4,33,
1772357119.549,Sent position command,C_joint,0.31289,17.92727645184833,rad,log_1_3_2026_4,35,
1772357119.599,Sent velocity command,C_joint,3.0,171.88733853924697,rad/s,log_1_3_2026_4,37,
1772357119.599,Sent position command,C_joint,0.45009,25.78825740104322,rad,log_1_3_2026_4,39,
1772357119.649,Updated motor position,motor_6,,0.57,deg,log_1_3_2026_4,42,***
1772357119.649,Sent velocity command,C_joint,3.153,180.65359280474857,rad/s,log_1_3_2026_4,43,
1772357119.649,Sent position command,C_joint,0.60637,34.742441823347725,rad,log_1_3_2026_4,45,
1772357119.699,Sent velocity command,C_joint,3.142,180.02333923010465,rad/s,log_1_3_2026_4,47,
1772357119.699,Sent position command,C_joint,0.76315,43.725274135408775,rad,log_1_3_2026_4,49,
1772357119.749,Updated motor position,motor_6,,1.92,deg,log_1_3_2026_4,52,***
1772357119.749,Sent position command,C_joint,0.9207,52.75222419769489,rad,log_1_3_2026_4,54,
1772357119.8,Sent position command,C_joint,1.07808,61.769433977463784,rad,log_1_3_2026_4,57,
1772357119.849,Updated motor position,motor_6,,3.42,deg,log_1_3_2026_4,60,***
1772357119.849,Sent position command,C_joint,1.23512,70.76716319219824,rad,log_1_3_2026_4,62,
1772357119.899,Sent position command,C_joint,1.39145,79.7242124034784,rad,log_1_3_2026_4,65,
1772357119.949,Updated motor position,motor_6,,5.96,deg,log_1_3_2026_4,68,***
1772357119.949,Sent position command,C_joint,1.54927,88.76663232623305,rad,log_1_3_2026_4,70,
1772357119.999,Sent position command,C_joint,1.70563,97.7254004108986,rad,log_1_3_2026_4,73,
1772357120.049,Updated motor position,motor_6,,8.36,deg,log_1_3_2026_4,76,***
1772357120.049,Sent position command,C_joint,1.86321,106.75406934657012,rad,log_1_3_2026_4,78,
1772357120.099,Sent position command,C_joint,2.01979,115.72544250272854,rad,log_1_3_2026_4,81,
1772357120.149,Updated motor position,motor_6,,11.89,deg,log_1_3_2026_4,84,***
1772357120.149,Sent position command,C_joint,2.17738,124.75468439619517,rad,log_1_3_2026_4,86,
1772357120.199,Sent position command,C_joint,2.33396,133.7260575523536,rad,log_1_3_2026_4,89,
1772357120.249,Updated motor position,motor_6,,16.55,deg,log_1_3_2026_4,92,***
1772357120.249,Sent position command,C_joint,2.49143,142.74842395227867,rad,log_1_3_2026_4,94,
1772357120.299,Sent position command,C_joint,2.64811,151.72552668638843,rad,log_1_3_2026_4,97,
1772357120.349,Updated motor position,motor_6,,20.91,deg,log_1_3_2026_4,100,***
1772357120.349,Sent position command,C_joint,2.80577,160.758779284421,rad,log_1_3_2026_4,102,
1772357120.399,Sent position command,C_joint,2.96238,169.7318713139648,rad,log_1_3_2026_4,105,
1772357120.449,Updated motor position,motor_6,,26.75,deg,log_1_3_2026_4,108,***
1772357120.45,Sent position command,C_joint,3.12015,178.77142644774383,rad,log_1_3_2026_4,110,
1772357120.499,Sent position command,C_joint,3.27645,187.72675678563857,rad,log_1_3_2026_4,113,
1772357120.549,Sent position command,C_joint,3.4336,196.73078853611946,rad,log_1_3_2026_4,116,
1772357120.599,Updated motor position,motor_6,,33.27,deg,log_1_3_2026_4,119,***
1772357120.599,Sent position command,C_joint,3.59105,205.75200902045427,rad,log_1_3_2026_4,121,
1772357120.649,Updated motor position,motor_6,,39.57,deg,log_1_3_2026_4,124,***
1772357120.649,Sent position command,C_joint,3.74818,214.7548948553449,rad,log_1_3_2026_4,126,
1772357120.699,Sent position command,C_joint,3.90475,223.7256950537082,rad,log_1_3_2026_4,129,
1772357120.749,Updated motor position,motor_6,,45.9,deg,log_1_3_2026_4,132,***
1772357120.749,Sent position command,C_joint,4.0626,232.76983384984823,rad,log_1_3_2026_4,134,
1772357120.799,Sent position command,C_joint,4.21893,241.72688306112843,rad,log_1_3_2026_4,137,
1772357120.849,Updated motor position,motor_6,,52.53,deg,log_1_3_2026_4,140,***
1772357120.85,Sent position command,C_joint,4.37871,250.8816027117287,rad,log_1_3_2026_4,142,
1772357120.899,Sent position command,C_joint,4.5331,259.72749811075346,rad,log_1_3_2026_4,145,
1772357120.949,Updated motor position,motor_6,,58.68,deg,log_1_3_2026_4,148,***
1772357120.949,Sent position command,C_joint,4.6909,268.7687721179179,rad,log_1_3_2026_4,150,
1772357120.999,Sent position command,C_joint,4.84732,277.7309779493542,rad,log_1_3_2026_4,153,
1772357121.049,Updated motor position,motor_6,,65.52,deg,log_1_3_2026_4,156,***
1772357121.049,Sent velocity command,C_joint,3.107,178.0179869471468,rad/s,log_1_3_2026_4,157,
1772357121.049,Sent position command,C_joint,5.00513,286.77282491431373,rad,log_1_3_2026_4,159,
1772357121.099,Sent velocity command,C_joint,2.669,152.9224355204167,rad/s,log_1_3_2026_4,161,
1772357121.099,Sent position command,C_joint,5.15023,295.086442521662,rad,log_1_3_2026_4,163,
1772357121.149,Updated motor position,motor_6,,71.54,deg,log_1_3_2026_4,166,***
1772357121.149,Sent velocity command,C_joint,2.167,124.15995420484938,rad/s,log_1_3_2026_4,167,
1772357121.149,Sent position command,C_joint,5.27156,302.03813944998427,rad,log_1_3_2026_4,169,
1772357121.199,Sent velocity command,C_joint,1.668,95.5693602278213,rad/s,log_1_3_2026_4,171,
1772357121.199,Sent position command,C_joint,5.36716,307.51561597143495,rad,log_1_3_2026_4,173,
1772357121.249,Updated motor position,motor_6,,78.53,deg,log_1_3_2026_4,176,***
1772357121.249,Sent velocity command,C_joint,1.166,66.80687891225398,rad/s,log_1_3_2026_4,177,
1772357121.249,Sent position command,C_joint,5.43826,311.58934589481504,rad,log_1_3_2026_4,179,
1772357121.299,Sent velocity command,C_joint,0.669,38.330876494252074,rad/s,log_1_3_2026_4,181,
1772357121.299,Sent position command,C_joint,5.48394,314.20661710297264,rad,log_1_3_2026_4,183,
1772357121.349,Updated motor position,motor_6,,85.18,deg,log_1_3_2026_4,186,***
1772357121.349,Sent velocity command,C_joint,0.167,9.568395178684748,rad/s,log_1_3_2026_4,187,
1772357121.349,Sent position command,C_joint,5.50489,315.4069636837717,rad,log_1_3_2026_4,189,
1772357121.399,Sent velocity command,C_joint,-0.0,-0.0,rad/s,log_1_3_2026_4,192,
1772357121.399,Sent position command,C_joint,5.50629,315.48717777509006,rad,log_1_3_2026_4,194,
1772357121.449,Updated motor position,motor_6,,91.56,deg,log_1_3_2026_4,197,***
1772357121.549,Updated motor position,motor_6,,97.79,deg,log_1_3_2026_4,200,***
1772357121.649,Updated motor position,motor_6,,104.91,deg,log_1_3_2026_4,203,***
1772357121.749,Updated motor position,motor_6,,111.59,deg,log_1_3_2026_4,205,***
1772357121.849,Updated motor position,motor_6,,117.25,deg,log_1_3_2026_4,207,***
1772357121.949,Updated motor position,motor_6,,123.51,deg,log_1_3_2026_4,209,***
1772357122.049,Updated motor position,motor_6,,130.94,deg,log_1_3_2026_4,211,***
1772357122.149,Updated motor position,motor_6,,137.76,deg,log_1_3_2026_4,213,***
1772357122.249,Updated motor position,motor_6,,144.09,deg,log_1_3_2026_4,215,***
1772357122.349,Updated motor position,motor_6,,150.75,deg,log_1_3_2026_4,217,***
1772357122.449,Updated motor position,motor_6,,157.1,deg,log_1_3_2026_4,219,***
1772357122.549,Updated motor position,motor_6,,163.44,deg,log_1_3_2026_4,227,***
1772357122.649,Updated motor position,motor_6,,170.33,deg,log_1_3_2026_4,229,***
1772357122.749,Updated motor position,motor_6,,176.9,deg,log_1_3_2026_4,231,***
1772357122.849,Updated motor position,motor_6,,184.36,deg,log_1_3_2026_4,233,***
1772357122.949,Updated motor position,motor_6,,191.21,deg,log_1_3_2026_4,235,***
1772357123.049,Updated motor position,motor_6,,197.61,deg,log_1_3_2026_4,237,***
1772357123.149,Updated motor position,motor_6,,203.94,deg,log_1_3_2026_4,239,***
1772357123.249,Updated motor position,motor_6,,211.38,deg,log_1_3_2026_4,241,***
1772357123.349,Updated motor position,motor_6,,218.23,deg,log_1_3_2026_4,243,***
1772357123.449,Updated motor position,motor_6,,224.62,deg,log_1_3_2026_4,245,***
1772357123.549,Updated motor position,motor_6,,231.49,deg,log_1_3_2026_4,247,***
1772357123.649,Updated motor position,motor_6,,238.19,deg,log_1_3_2026_4,249,***
1772357123.749,Updated motor position,motor_6,,244.46,deg,log_1_3_2026_4,251,***
1772357123.849,Updated motor position,motor_6,,251.73,deg,log_1_3_2026_4,253,***
1772357123.949,Updated motor position,motor_6,,258.58,deg,log_1_3_2026_4,255,***
1772357124.049,Updated motor position,motor_6,,264.69,deg,log_1_3_2026_4,257,***
1772357124.149,Updated motor position,motor_6,,271.48,deg,log_1_3_2026_4,259,***
1772357124.249,Updated motor position,motor_6,,278.08,deg,log_1_3_2026_4,261,***
1772357124.399,Updated motor position,motor_6,,284.82,deg,log_1_3_2026_4,263,***
1772357124.449,Updated motor position,motor_6,,291.35,deg,log_1_3_2026_4,265,***
1772357124.549,Updated motor position,motor_6,,297.47,deg,log_1_3_2026_4,267,***
1772357124.649,Updated motor position,motor_6,,303.11,deg,log_1_3_2026_4,269,***
1772357124.749,Updated motor position,motor_6,,307.67,deg,log_1_3_2026_4,271,***
1772357124.849,Updated motor position,motor_6,,311.31,deg,log_1_3_2026_4,273,***
1772357124.949,Updated motor position,motor_6,,313.7,deg,log_1_3_2026_4,275,***
1772357125.049,Updated motor position,motor_6,,315.06,deg,log_1_3_2026_4,277,***
1772357125.149,Updated motor position,motor_6,,315.45,deg,log_1_3_2026_4,279,***
1772357125.249,Updated motor position,motor_6,,315.49,deg,log_1_3_2026_4,281,***
1772357125.349,Updated motor position,motor_6,,315.49,deg,log_1_3_2026_4,283,***
1772357125.849,Updated motor position,motor_6,,315.49,deg,log_1_3_2026_4,289,***
1772357126.049,Updated motor position,motor_6,,315.49,deg,log_1_3_2026_4,292,***
1772357126.349,Updated motor position,motor_6,,315.49,deg,log_1_3_2026_4,296,***
1772357126.649,Updated motor position,motor_6,,315.49,deg,log_1_3_2026_4,300,***
1772357126.849,Updated motor position,motor_6,,315.48,deg,log_1_3_2026_4,303,***
1772357127.049,Updated motor position,motor_6,,315.48,deg,log_1_3_2026_4,306,***
1772357127.249,Updated motor position,motor_6,,315.48,deg,log_1_3_2026_4,309,***
1772357127.549,Updated motor position,motor_6,,315.48,deg,log_1_3_2026_4,313,***
1772357127.749,Updated motor position,motor_6,,315.48,deg,log_1_3_2026_4,316,***
1772357128.049,Updated motor position,motor_6,,315.48,deg,log_1_3_2026_4,320,***
1772357128.649,Updated motor position,motor_6,,315.48,deg,log_1_3_2026_4,327,***
1772357129.549,Updated motor position,motor_6,,315.48,deg,log_1_3_2026_4,337,***
1772589989.766,Sent position command,C_joint,0.0,0.0,rad,log_4_3_2026,3,
1772589989.816,Sent position command,C_joint,0.00658,0.3770062291960817,rad,log_4_3_2026,6,
1772589989.866,Sent position command,C_joint,0.03006,1.7223111321632547,rad,log_4_3_2026,9,
1772589989.916,Sent position command,C_joint,0.06758,3.8720487794941034,rad,log_4_3_2026,12,
1772589989.966,Sent position command,C_joint,0.12018,6.885806781882233,rad,log_4_3_2026,15,
1772589990.016,Sent position command,C_joint,0.18766,10.752125983425028,rad,log_4_3_2026,18,
1772589990.066,Sent position command,C_joint,0.27017,15.479600751049452,rad,log_4_3_2026,21,
1772589990.116,Sent position command,C_joint,0.3677,21.06765812696037,rad,log_4_3_2026,24,
1772589990.166,Sent position command,C_joint,0.48025,27.516298111157788,rad,log_4_3_2026,27,
1772589990.216,Sent position command,C_joint,0.60774,34.82093704128065,rad,log_4_3_2026,30,
1772589990.266,Sent position command,C_joint,0.75034,42.99131519984619,rad,log_4_3_2026,33,
1772589990.316,Sent position command,C_joint,0.90524,51.866431446422645,rad,log_4_3_2026,36,
1772589990.366,Sent position command,C_joint,1.06282,60.89510038209416,rad,log_4_3_2026,39,
1772589990.416,Sent position command,C_joint,1.21988,69.89397551241886,rad,log_4_3_2026,42,
1772589990.466,Sent position command,C_joint,1.37696,78.89399655833384,rad,log_4_3_2026,45,
1772589990.516,Sent position command,C_joint,1.53409,87.89688239322446,rad,log_4_3_2026,48,
1772589990.566,Sent position command,C_joint,1.69119,96.8980493547297,rad,log_4_3_2026,51,
1772589990.616,Sent position command,C_joint,1.84814,105.89062194930796,rad,log_4_3_2026,54,
1772589990.666,Sent position command,C_joint,2.00526,114.89293482640345,rad,log_4_3_2026,57,
1772589990.716,Sent position command,C_joint,2.16242,123.89753953467948,rad,log_4_3_2026,60,
1772589990.766,Sent position command,C_joint,2.31945,132.89469579161877,rad,log_4_3_2026,63,
1772589990.816,Sent position command,C_joint,2.47652,141.89414387973864,rad,log_4_3_2026,66,
1772589990.866,Sent position command,C_joint,2.63373,150.9016133769903,rad,log_4_3_2026,69,
1772589990.916,Sent position command,C_joint,2.79071,159.89590484495395,rad,log_4_3_2026,72,
1772589990.966,Sent position command,C_joint,2.94775,168.89363405968842,rad,log_4_3_2026,75,
1772589991.016,Sent position command,C_joint,3.10446,177.87245566718354,rad,log_4_3_2026,78,
1772589991.066,Sent position command,C_joint,3.26156,186.87362262868876,rad,log_4_3_2026,81,
1772589991.116,Sent position command,C_joint,3.41868,195.8759355057843,rad,log_4_3_2026,84,
1772589991.166,Sent position command,C_joint,3.57575,204.87538359390413,rad,log_4_3_2026,87,
1772589991.216,Sent position command,C_joint,3.73283,213.87540463981907,rad,log_4_3_2026,90,
1772589991.266,Sent position command,C_joint,3.88991,222.87542568573406,rad,log_4_3_2026,93,
1772589991.316,Sent position command,C_joint,4.04699,231.87544673164902,rad,log_4_3_2026,96,
1772589991.366,Sent position command,C_joint,4.20408,240.87604073535914,rad,log_4_3_2026,99,
1772589991.416,Sent position command,C_joint,4.35838,249.71677951422777,rad,log_4_3_2026,102,
1772589991.466,Sent position command,C_joint,4.4999,257.82527823091914,rad,log_4_3_2026,105,
1772589991.516,Sent position command,C_joint,4.62602,265.05142194310906,rad,log_4_3_2026,108,
1772589991.566,Sent position command,C_joint,4.73715,271.4187019203979,rad,log_4_3_2026,111,
1772589991.616,Sent position command,C_joint,4.83333,276.9294099939662,rad,log_4_3_2026,114,
1772589991.666,Sent position command,C_joint,4.91457,281.58411912160904,rad,log_4_3_2026,117,
1772589991.716,Sent position command,C_joint,4.98065,285.37022423183345,rad,log_4_3_2026,120,
1772589991.766,Sent position command,C_joint,5.0318,288.3009033539276,rad,log_4_3_2026,123,
1772589991.816,Sent position command,C_joint,5.06785,290.36641620537426,rad,log_4_3_2026,126,
1772589991.866,Sent position command,C_joint,5.08895,291.57535715310024,rad,log_4_3_2026,129,
1772589991.916,Sent position command,C_joint,5.0951,291.92772619710576,rad,log_4_3_2026,133,
1772856938.656,Sent velocity command,C_joint,0.1,5.729577951308233,rad/s,log_7_3_2026,10,
1772856938.656,Sent position command,C_joint,0.005,0.2864788975654116,rad,log_7_3_2026,12,
1772856938.756,Sent velocity command,C_joint,0.2,11.459155902616466,rad/s,log_7_3_2026,16,
1772856938.756,Sent position command,C_joint,0.02001,1.1464885480567772,rad,log_7_3_2026,18,
1772856938.856,Sent velocity command,C_joint,0.3,17.188733853924695,rad/s,log_7_3_2026,21,
1772856938.856,Sent position command,C_joint,0.04499,2.5777371202935737,rad,log_7_3_2026,23,
1772856938.956,Updated motor position,motor_6,,0.0,deg,log_7_3_2026,26,***
1772856938.956,Sent velocity command,C_joint,0.4,22.918311805232932,rad/s,log_7_3_2026,27,
1772856938.956,Sent position command,C_joint,0.08003,4.585381234431979,rad,log_7_3_2026,29,
1772856939.056,Updated motor position,motor_6,,0.22,deg,log_7_3_2026,32,***
1772856939.056,Sent velocity command,C_joint,0.5,28.64788975654116,rad/s,log_7_3_2026,33,
1772856939.056,Sent position command,C_joint,0.12506,7.165410185906076,rad,log_7_3_2026,35,
1772856939.156,Updated motor position,motor_6,,0.97,deg,log_7_3_2026,38,***
1772856939.156,Sent velocity command,C_joint,0.6,34.37746770784939,rad/s,log_7_3_2026,39,
1772856939.156,Sent position command,C_joint,0.18004,10.315532143535341,rad,log_7_3_2026,41,
1772856939.256,Updated motor position,motor_6,,1.93,deg,log_7_3_2026,44,***
1772856939.256,Sent velocity command,C_joint,0.7,40.10704565915762,rad/s,log_7_3_2026,45,
1772856939.256,Sent position command,C_joint,0.24505,14.040330769680823,rad,log_7_3_2026,47,
1772856939.356,Updated motor position,motor_6,,2.97,deg,log_7_3_2026,50,***
1772856939.356,Sent velocity command,C_joint,0.8,45.836623610465864,rad/s,log_7_3_2026,51,
1772856939.356,Sent position command,C_joint,0.32005,18.337514233161997,rad,log_7_3_2026,53,
1772856939.456,Updated motor position,motor_6,,4.42,deg,log_7_3_2026,56,***
1772856939.456,Sent velocity command,C_joint,0.9,51.56620156177409,rad/s,log_7_3_2026,58,
1772856939.456,Sent position command,C_joint,0.40509,23.20994732295452,rad,log_7_3_2026,60,
1772856939.556,Updated motor position,motor_6,,5.73,deg,log_7_3_2026,63,***
1772856939.556,Sent velocity command,C_joint,1.0,57.29577951308232,rad/s,log_7_3_2026,65,
1772856939.556,Sent position command,C_joint,0.50006,28.651327503311943,rad,log_7_3_2026,67,
1772856939.656,Updated motor position,motor_6,,7.22,deg,log_7_3_2026,70,***
1772856939.656,Sent velocity command,C_joint,1.1,63.02535746439056,rad/s,log_7_3_2026,71,
1772856939.656,Sent position command,C_joint,0.60506,34.66738435218559,rad,log_7_3_2026,73,
1772856939.756,Updated motor position,motor_6,,9.74,deg,log_7_3_2026,76,***
1772856939.756,Sent velocity command,C_joint,1.2,68.75493541569878,rad/s,log_7_3_2026,77,
1772856939.756,Sent position command,C_joint,0.72003,41.254680122804665,rad,log_7_3_2026,79,
1772856939.856,Updated motor position,motor_6,,11.78,deg,log_7_3_2026,82,***
1772856939.856,Sent velocity command,C_joint,1.3,74.48451336700703,rad/s,log_7_3_2026,83,
1772856939.856,Sent position command,C_joint,0.84504,48.417225519735084,rad,log_7_3_2026,85,
1772856939.956,Updated motor position,motor_6,,13.97,deg,log_7_3_2026,88,***
1772856939.956,Sent velocity command,C_joint,1.4,80.21409131831524,rad/s,log_7_3_2026,89,
1772856939.956,Sent position command,C_joint,0.98008,56.15444758518172,rad,log_7_3_2026,91,
1772856940.056,Updated motor position,motor_6,,16.66,deg,log_7_3_2026,94,***
1772856940.056,Sent velocity command,C_joint,1.5,85.94366926962348,rad/s,log_7_3_2026,95,
1772856940.056,Sent position command,C_joint,1.12506,64.46118969898839,rad,log_7_3_2026,97,
1772856940.156,Updated motor position,motor_6,,20.05,deg,log_7_3_2026,100,***
1772856940.156,Sent velocity command,C_joint,1.6,91.67324722093173,rad/s,log_7_3_2026,101,
1772856940.156,Sent position command,C_joint,1.28014,73.3466191858772,rad,log_7_3_2026,103,
1772856940.256,Updated motor position,motor_6,,23.82,deg,log_7_3_2026,106,***
1772856940.256,Sent velocity command,C_joint,1.7,97.40282517223994,rad/s,log_7_3_2026,107,
1772856940.256,Sent position command,C_joint,1.44527,82.80787125687249,rad,log_7_3_2026,109,
1772856940.356,Updated motor position,motor_6,,28.13,deg,log_7_3_2026,112,***
1772856940.356,Sent velocity command,C_joint,1.8,103.13240312354819,rad/s,log_7_3_2026,113,
1772856940.356,Sent position command,C_joint,1.62006,92.82260055796415,rad,log_7_3_2026,115,
1772856940.456,Updated motor position,motor_6,,32.2,deg,log_7_3_2026,118,***
1772856940.456,Sent velocity command,C_joint,1.9,108.8619810748564,rad/s,log_7_3_2026,119,
1772856940.456,Sent position command,C_joint,1.80512,103.42575751465516,rad,log_7_3_2026,121,
1772856940.556,Updated motor position,motor_6,,35.49,deg,log_7_3_2026,124,***
1772856940.556,Sent velocity command,C_joint,2.0,114.59155902616465,rad/s,log_7_3_2026,125,
1772856940.556,Sent position command,C_joint,2.00011,114.59786156191107,rad,log_7_3_2026,127,
1772856940.656,Updated motor position,motor_6,,40.34,deg,log_7_3_2026,130,***
1772856940.656,Sent velocity command,C_joint,2.094,119.97736230039438,rad/s,log_7_3_2026,131,
1772856940.656,Sent position command,C_joint,2.20505,126.34005861532218,rad,log_7_3_2026,133,
1772856940.756,Updated motor position,motor_6,,45.5,deg,log_7_3_2026,136,***
1772856940.756,Sent position command,C_joint,2.41461,138.3469621700837,rad,log_7_3_2026,138,
1772856940.856,Updated motor position,motor_6,,51.46,deg,log_7_3_2026,141,***
1772856940.856,Sent position command,C_joint,2.62398,150.34297952673776,rad,log_7_3_2026,143,
1772856940.956,Updated motor position,motor_6,,57.57,deg,log_7_3_2026,146,***
1772856940.956,Sent velocity command,C_joint,2.04,116.88339020668793,rad/s,log_7_3_2026,147,
1772856940.956,Sent position command,C_joint,2.83195,162.25878279207348,rad,log_7_3_2026,149,
1772856941.056,Updated motor position,motor_6,,62.41,deg,log_7_3_2026,152,***
1772856941.056,Sent velocity command,C_joint,1.94,111.1538122553797,rad/s,log_7_3_2026,153,
1772856941.056,Sent position command,C_joint,3.03095,173.66064291517685,rad,log_7_3_2026,155,
1772856941.156,Updated motor position,motor_6,,67.38,deg,log_7_3_2026,158,***
1772856941.156,Sent velocity command,C_joint,1.84,105.42423430407148,rad/s,log_7_3_2026,159,
1772856941.156,Sent position command,C_joint,3.22012,184.49928552566666,rad,log_7_3_2026,161,
1772856941.256,Updated motor position,motor_6,,73.35,deg,log_7_3_2026,164,***
1772856941.256,Sent velocity command,C_joint,1.74,99.69465635276325,rad/s,log_7_3_2026,165,
1772856941.256,Sent position command,C_joint,3.39898,194.74720864937655,rad,log_7_3_2026,167,
1772856941.356,Updated motor position,motor_6,,80.43,deg,log_7_3_2026,170,***
1772856941.356,Sent velocity command,C_joint,1.64,93.965078401455,rad/s,log_7_3_2026,171,
1772856941.356,Sent position command,C_joint,3.56786,204.4233198935459,rad,log_7_3_2026,173,
1772856941.456,Updated motor position,motor_6,,87.33,deg,log_7_3_2026,176,***
1772856941.456,Sent velocity command,C_joint,1.54,88.23550045014677,rad/s,log_7_3_2026,177,
1772856941.456,Sent position command,C_joint,3.72683,213.5316299627406,rad,log_7_3_2026,179,
1772856941.556,Updated motor position,motor_6,,93.35,deg,log_7_3_2026,182,***
1772856941.556,Sent velocity command,C_joint,1.44,82.50592249883854,rad/s,log_7_3_2026,183,
1772856941.556,Sent position command,C_joint,3.87576,222.06469040562394,rad,log_7_3_2026,185,
1772856941.656,Updated motor position,motor_6,,99.51,deg,log_7_3_2026,188,***
1772856941.656,Sent velocity command,C_joint,1.34,76.77634454753031,rad/s,log_7_3_2026,189,
1772856941.656,Sent position command,C_joint,4.01482,230.0322415047132,rad,log_7_3_2026,191,
